months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_age_days,incident_month,incident_dayofweek,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,no_witness_high_severity,no_police_but_injury,collision_type_missing,property_damage_missing,police_report_available_missing
440,55,IL,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,Ultima,1995,0,807,1,4,48.133456672049675,0.1,0.1,0.8,0,1,0,0,0
478,63,IL,250/500,1000,1292.3,0,MALE,High School,adm-clerical,paintball,own-child,47600,0,Parked Car,,Minor Damage,,VA,Northbend,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,Neon,2007,1,2063,2,5,3.636926410276252,0.2,0.1,0.7,0,1,1,0,0
230,44,IN,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015,0,5349,2,1,73.45175703656736,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,0
138,30,OH,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,reading,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,0,1,,2,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011,0,4745,1,1,76.07929958740063,0.08333333333333333,0.16666666666666666,0.75,0,1,0,1,0
239,41,OH,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,Parked Car,,Trivial Damage,Police,NC,Arlington,22,1,,0,2,YES,10790,1660,830,8300,Mercedes,E400,2013,0,464,2,2,8.140692901979719,0.15384615384615385,0.07692307692307693,0.7692307692307693,0,0,1,1,0
93,31,IL,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,paintball,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,92x,2014,0,2591,2,1,47.2581057433296,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,1,0,0,0
37,25,OH,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996,0,4344,1,5,41.78779367328054,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,0,0,0
254,40,IN,100/300,500,1927.87,0,MALE,MD,prof-specialty,yachting,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,10,1,YES,0,1,,43280,0,5410,37870,Honda,Civic,1996,1,7533,1,2,22.44964650106076,0.0,0.125,0.875,0,0,0,0,1
131,29,IN,250/500,1000,978.27,0,FEMALE,Associate,sales,paintball,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,5,1,,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003,0,579,2,1,78.0970488719883,0.2,0.1,0.7,0,1,0,1,0
230,43,IN,100/300,2000,1221.14,0,MALE,MD,prof-specialty,board-games,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,13,1,,0,2,,75460,13720,13720,48020,Audi,A5,2002,0,4574,1,2,61.794716412532544,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,1,1
313,50,OH,100/300,2000,1255.62,0,MALE,MD,armed-forces,polo,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,F150,1995,1,3869,2,0,54.952931619439006,0.2,0.1,0.7,0,0,0,0,0
210,38,IN,250/500,500,999.52,0,MALE,JD,tech-support,golf,other-relative,0,0,Vehicle Theft,,Minor Damage,Police,VA,Springfield,6,1,,1,2,NO,8640,1440,720,6480,Accura,TL,2008,0,5869,1,1,8.644149191611973,0.16666666666666666,0.08333333333333333,0.75,0,1,1,1,0
101,29,OH,250/500,500,1380.89,0,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,0,3,,2,1,,67210,12220,12220,42770,BMW,X6,1996,0,181,2,5,48.671508954370005,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,1,1
153,37,IN,500/1000,500,1010.77,0,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,5,3,,0,3,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999,0,3354,1,4,42.04715217111707,0.1,0.1,0.8,0,0,0,1,0
337,53,OH,100/300,500,1205.86,0,MALE,Associate,armed-forces,basketball,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,8,1,YES,0,1,NO,86400,14400,7200,64800,Accura,RSX,2001,0,5386,2,6,71.65010863616008,0.16666666666666666,0.08333333333333333,0.75,0,0,0,0,0
360,51,IL,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,Vehicle Theft,,Minor Damage,Police,SC,Hillsdale,5,1,YES,2,2,,4620,840,840,2940,Dodge,RAM,2009,1,4813,1,4,3.0263132037652056,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,1,0,1
428,53,IL,100/300,1000,1496.44,0,FEMALE,High School,tech-support,camping,unmarried,0,0,Parked Car,,Trivial Damage,Police,NC,Springfield,9,1,YES,2,2,NO,6930,630,1260,5040,Honda,CRV,2013,0,286,2,0,4.630990885033813,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,1,0,0
204,40,IL,100/300,500,1256.2,0,FEMALE,JD,sales,hiking,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,10,3,YES,1,2,YES,41700,8340,8340,25020,Saab,95,2013,0,8746,1,2,33.19535105874861,0.2,0.2,0.6,0,0,0,0,0
364,51,IL,100/300,500,1268.35,0,MALE,Masters,transport-moving,board-games,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,16,1,YES,2,1,NO,77330,14060,14060,49210,Volkswagen,Jetta,2014,1,8292,1,5,60.96897544053298,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,1,0,0,0
185,35,IN,500/1000,2000,1421.59,0,MALE,College,other-service,sleeping,own-child,0,0,Vehicle Theft,,Trivial Damage,Police,WV,Arlington,8,1,,2,3,YES,4950,900,450,3600,Ford,F150,2011,0,5446,1,5,3.482016615198475,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,1,1,0
63,26,IL,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,polo,own-child,0,-36500,Vehicle Theft,,Minor Damage,Police,NC,Northbrook,5,1,NO,0,2,YES,5160,860,860,3440,Accura,TL,2004,0,7064,2,4,3.4399082691128235,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,1,0,0
210,35,IL,100/300,500,1433.24,0,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,11,3,NO,2,1,,24570,2730,2730,19110,Saab,95,2006,1,303,2,6,17.142976751974548,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,1
194,38,IN,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,15,3,,1,0,,53680,4880,9760,39040,Toyota,Camry,2011,0,1443,1,3,43.59796954314721,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,1,1
294,49,IN,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,23,3,YES,1,1,YES,42900,3900,3900,35100,Chevrolet,Malibu,2010,0,6949,2,2,37.78304254775723,0.09090909090909091,0.09090909090909091,0.8181818181818182,0,0,0,0,0
272,41,OH,250/500,2000,945.73,5000000,MALE,MD,protective-serv,chess,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,23,1,NO,0,0,NO,84100,16820,8410,58870,Ford,Escape,2009,1,8703,2,2,88.92601482452709,0.2,0.1,0.7,0,0,0,0,0
27,27,IN,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,23,1,,1,3,,61560,6840,6840,47880,Ford,Fusion,2008,0,4625,2,3,55.02520647860131,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,1
251,39,IN,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,10,1,YES,0,0,,44240,5530,5530,33180,Dodge,RAM,1997,0,5753,1,3,35.909673858341854,0.125,0.125,0.75,0,0,0,0,1
180,33,IN,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,12,4,,2,3,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,2002,0,2128,2,6,57.386098043700954,0.2,0.1,0.7,0,0,0,1,0
392,50,OH,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,4,1,NO,2,2,YES,108030,16620,16620,74790,Saab,92x,2002,0,8546,1,2,97.41471816189798,0.15384615384615385,0.15384615384615385,0.6923076923076923,0,0,0,0,0
143,30,IN,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,16,1,NO,2,0,YES,54300,10860,5430,38010,Toyota,Highlander,2010,0,8446,1,0,38.99769461142352,0.2,0.1,0.7,0,0,0,0,0
371,54,IN,100/300,2000,1317.97,0,MALE,High School,craft-repair,movies,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,18,3,,1,2,,32280,5380,5380,21520,Ford,Fusion,2010,1,996,1,6,24.49221150709045,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,1,1
292,42,IN,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007,0,2874,1,3,53.26717960987772,0.2,0.1,0.7,0,1,0,0,0
165,35,IL,250/500,500,900.02,6000000,MALE,College,craft-repair,camping,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,3 Series,2008,0,785,2,1,77.44272349503345,0.1,0.1,0.8,0,0,0,0,0
158,33,OH,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,movies,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,4,3,NO,0,1,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998,0,413,2,5,20.863903154805573,0.1,0.2,0.7,0,0,0,0,0
241,39,OH,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,20,3,NO,0,2,YES,37520,4690,4690,28140,Jeep,Wrangler,2010,0,3587,2,6,29.76454908929365,0.125,0.125,0.75,0,0,0,0,0
103,33,OH,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,paintball,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,1,3,NO,2,3,,79090,14380,14380,50330,Dodge,RAM,2014,0,7429,1,0,77.45265095873239,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,1
402,54,OH,250/500,2000,1285.09,0,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,19,1,NO,0,2,YES,67770,7530,15060,45180,Mercedes,ML350,2013,1,4214,2,5,52.735606066501184,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,0,0,0
102,32,OH,100/300,500,1537.07,3000000,MALE,JD,tech-support,chess,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,11,1,NO,1,0,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004,1,155,2,2,30.83789287410463,0.2,0.1,0.7,1,1,0,0,0
182,40,IN,100/300,1000,1022.42,0,MALE,PhD,other-service,skydiving,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,13,1,YES,0,2,,71100,7110,14220,49770,Audi,A3,2008,0,1163,2,1,69.54089317501614,0.1,0.2,0.7,0,0,0,0,1
282,46,OH,100/300,2000,1558.86,0,MALE,MD,other-service,dancing,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2,1,,2,2,NO,69400,13880,6940,48580,BMW,M5,2012,0,8585,2,1,44.51971312369296,0.2,0.1,0.7,0,1,0,1,0
222,39,OH,500/1000,500,1757.87,0,MALE,High School,transport-moving,board-games,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,9,3,YES,2,1,,55000,5000,10000,40000,Saab,93,1996,1,3975,1,5,31.287865428046445,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,0,1
415,52,IN,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,2003,0,-20,2,0,52.48073959938367,0.15384615384615385,0.15384615384615385,0.6923076923076923,0,0,0,0,0
51,34,OH,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,23,1,,2,3,NO,64200,6420,19260,38520,Honda,Civic,2007,1,414,2,3,44.870002795638804,0.1,0.3,0.6,0,1,0,1,0
255,45,IL,500/1000,500,1192.27,0,MALE,High School,sales,base-jumping,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,16,1,NO,2,0,YES,67320,12240,12240,42840,Ford,Fusion,2006,0,8849,1,6,56.46372046600183,0.18181818181818182,0.18181818181818182,0.6363636363636364,1,0,0,0,0
143,31,IL,250/500,500,1163.83,0,MALE,Associate,protective-serv,movies,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,21,4,YES,2,0,,76120,6920,13840,55360,Audi,A5,1999,0,231,2,5,65.40474124227765,0.09090909090909091,0.18181818181818182,0.7272727272727273,1,0,0,0,1
130,28,OH,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,21,2,YES,2,1,NO,85020,13080,13080,58860,Ford,Fusion,2010,0,8460,1,4,84.75302796191995,0.15384615384615385,0.15384615384615385,0.6923076923076923,0,1,0,0,0
242,41,OH,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,0,1,,68090,12380,12380,43330,Toyota,Corolla,2009,0,8899,2,3,59.02699516271651,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,1
96,27,IL,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,exercise,wife,0,0,Parked Car,,Trivial Damage,Police,WV,Arlington,4,1,,1,2,NO,6030,670,670,4690,Nissan,Pathfinder,2007,0,2166,1,4,3.696891668199375,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1,1,1,0
180,35,IL,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,Vehicle Theft,,Minor Damage,,OH,Springfield,17,1,,1,3,NO,5100,1020,510,3570,Chevrolet,Malibu,2000,0,3495,2,1,4.071921308124681,0.2,0.1,0.7,0,1,1,1,0
150,30,IN,100/300,1000,1677.26,0,MALE,College,sales,yachting,own-child,40100,0,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,Jetta,2013,0,7609,1,5,2.7366061314286396,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,1,0,0
463,59,IL,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,14,2,,1,2,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999,1,7498,2,3,73.89791064885223,0.1,0.2,0.7,0,1,0,1,0
472,64,IN,250/500,500,989.24,0,MALE,Masters,other-service,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,13,1,NO,2,3,NO,70900,14180,7090,49630,Mercedes,ML350,2002,0,910,2,5,71.67118191743157,0.2,0.1,0.7,0,1,0,0,0
75,25,IL,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,23,2,,2,3,YES,65100,6510,6510,52080,Saab,93,2011,0,1143,1,6,46.83924999640252,0.1,0.1,0.8,0,0,0,1,0
193,40,OH,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,23,3,,2,1,YES,64260,0,14280,49980,Ford,Escape,1999,0,3655,2,5,52.08088503464765,0.0,0.2222222222222222,0.7777777777777778,0,0,0,1,0
43,43,IL,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,16,1,,2,1,,79970,7270,21810,50890,Honda,CRV,1996,1,6282,1,0,60.5654389990836,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,0,1,1
253,41,IN,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,17,1,NO,2,0,,56610,6290,6290,44030,Chevrolet,Tahoe,1995,0,3918,1,6,39.44700332383335,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0,0,0,1
152,30,IN,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,polo,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,9,1,YES,1,1,,84590,7690,7690,69210,Toyota,Highlander,2000,1,1912,2,2,58.39673050105624,0.09090909090909091,0.09090909090909091,0.8181818181818182,0,0,0,0,1
160,38,OH,250/500,500,1733.56,0,MALE,High School,sales,sleeping,wife,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,13,3,NO,2,1,YES,66780,7420,14840,44520,Mercedes,ML350,1996,0,1938,1,4,38.52188559957544,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,0,0,0
56,36,IN,100/300,500,1533.07,0,MALE,JD,farming-fishing,exercise,own-child,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,13,1,YES,1,2,YES,58500,0,6500,52000,Ford,Escape,2001,0,1899,1,1,38.158727259681555,0.0,0.1111111111111111,0.8888888888888888,0,0,0,0,0
286,41,IL,100/300,500,1106.77,0,FEMALE,College,prof-specialty,golf,other-relative,45500,-62500,Parked Car,,Trivial Damage,Police,WV,Columbus,3,1,,2,0,NO,5000,500,500,4000,Dodge,RAM,2003,0,4915,2,3,4.517650460348582,0.1,0.1,0.8,0,1,1,1,0
3,29,IL,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,chess,unmarried,0,0,Parked Car,,Trivial Damage,Police,PA,Springfield,3,1,,2,1,,5000,500,1000,3500,Mercedes,E400,2008,1,8102,2,0,5.021592849251783,0.1,0.2,0.7,0,0,1,1,1
286,41,IL,250/500,1000,1298.85,6000000,FEMALE,High School,sales,camping,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,16,3,,1,3,YES,54450,6050,12100,36300,Saab,92x,2007,0,5872,1,6,41.92169996535397,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,0,0,1,0
239,38,OH,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,12,3,NO,1,3,,61920,6880,6880,48160,Saab,93,2003,0,8944,2,3,48.49889953239918,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,1
64,29,OH,250/500,2000,1202.28,0,MALE,High School,exec-managerial,cross-fit,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,4,1,,1,2,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007,1,1178,1,0,36.34760621485844,0.1,0.1,0.8,0,1,0,1,0
98,31,IN,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,3,1,,2,0,,64080,7120,7120,49840,Ford,Escape,1997,0,9123,1,5,95.36849624955353,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,1
16,35,IL,250/500,1000,1358.03,0,MALE,JD,sales,chess,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,0,1,NO,2,1,,55000,10000,10000,35000,Volkswagen,Jetta,2008,1,8848,2,1,40.49984168243706,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,1
70,27,IN,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,video-games,own-child,46000,0,Vehicle Theft,,Trivial Damage,Police,WV,Columbus,19,1,NO,2,3,,4400,0,550,3850,Toyota,Camry,2000,0,3833,1,1,4.361660999811655,0.0,0.125,0.875,0,0,1,0,1
75,27,OH,100/300,1000,1141.1,0,MALE,JD,armed-forces,movies,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,15,2,,0,1,YES,71640,5970,11940,53730,Toyota,Highlander,2008,0,7750,2,5,62.78152659714311,0.08333333333333333,0.16666666666666666,0.75,0,0,0,1,0
246,44,OH,100/300,1000,1397.0,0,MALE,High School,machine-op-inspct,reading,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,6,1,NO,1,0,NO,61740,6860,6860,48020,Accura,MDX,1997,0,7241,1,5,44.194702934860416,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1,0,0,0
110,27,OH,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,3,1,,0,3,,57500,5750,5750,46000,Audi,A3,2010,0,2012,2,3,34.541588072038735,0.1,0.1,0.8,0,0,0,1,1
236,39,IN,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,Parked Car,,Minor Damage,Police,NY,Springfield,17,1,YES,0,0,,8700,870,1740,6090,Accura,RSX,2003,0,6633,1,3,7.556084384960786,0.1,0.2,0.7,0,0,1,0,1
267,46,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,4,4,NO,2,1,,77100,15420,7710,53970,Volkswagen,Jetta,1996,0,3802,1,1,49.87031131752059,0.2,0.1,0.7,0,0,0,0,1
463,57,IL,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,dancing,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,14,1,NO,2,0,YES,59400,6600,6600,46200,Dodge,Neon,1995,0,8599,2,1,55.84438782705162,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,0
303,46,IN,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,1,0,NO,54890,9980,4990,39920,Toyota,Corolla,2006,0,3681,2,3,77.40361564712187,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,1,0,0,0
137,30,IL,250/500,500,1039.55,0,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,4,3,,2,1,,74030,6730,13460,53840,Chevrolet,Tahoe,2005,0,1158,2,0,71.21350584387476,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,1,1
56,42,IL,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,13,1,,1,2,YES,61490,11180,11180,39130,BMW,X5,1998,0,6807,2,2,45.90895855576046,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,1,0
75,27,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,2003,0,8204,1,2,66.14840989399293,0.08333333333333333,0.16666666666666666,0.75,0,0,0,0,0
131,33,IL,100/300,2000,1081.17,0,MALE,MD,sales,yachting,wife,0,-65200,Parked Car,,Minor Damage,Police,NY,Northbend,3,1,,0,1,NO,4900,490,490,3920,Toyota,Camry,2010,0,8877,1,2,4.532127232535124,0.1,0.1,0.8,0,0,1,1,0
153,34,IL,250/500,500,991.39,0,MALE,High School,tech-support,paintball,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,0,3,,1,0,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000,0,7670,2,4,78.44541502335106,0.18181818181818182,0.18181818181818182,0.6363636363636364,1,1,0,1,0
255,43,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,14,2,,2,2,,74700,7470,14940,52290,Nissan,Maxima,2007,1,2837,2,1,75.91309119733339,0.1,0.2,0.7,0,0,0,1,1
103,26,IL,100/300,500,1354.83,0,MALE,MD,tech-support,sleeping,husband,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,14,2,NO,2,2,,40600,4060,4060,32480,Volkswagen,Passat,2010,0,272,1,6,29.96685931076224,0.1,0.1,0.8,0,0,0,0,1
